,step,p,mag,lattice
0,0,0.85,0.6830270798249931,"[0.5 1.  0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 1.  0.5 0.  0.5 0.5 0.5 0.5
 0.5 0.  0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  1.  0.5 0.5 0.
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 1.  0.5 1.  0.5 0.5 0.5 0.5 0.5
 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 1.  1.  0.  0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.  0.  0.5 0.  0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.  0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 1.  0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5
 1.  1.  1.  1.  0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.  1.  1.  0.5 0.5 1.  1.  1.  0.5
 0.  0.5 0.5 0.5 0.5 0.  0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.  0.  1.  1.  1.  0.  1.  1.  1.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.  0.5 0.5 0.  0.5 0.5 0.5 0.5 1.  1.  1.  1.  1.  1.  1.  1.  1.
 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  1.  1.  0.5 1.
 1.  1.  1.  0.5 0.5 0.  0.5 0.5 0.5 1.  1.  0.5 1.  0.5 0.5 0.5 0.5 0.5
 0.5 0.5 1.  1.  1.  1.  1.  0.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5
 0.5 1.  1.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  1.  1.  1.  1.
 1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  0.5 0.5 0.5 1.
 0.5 0.5 0.5 1.  1.  1.  0.5 1.  1.  1.  1.  1.  0.  0.5 0.5 0.5 0.5 0.
 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 1.  1.  1.  1.  0.5 1.
 1.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 1.  1.  1.  1.  1.  1.  1.  0.5 1.  0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.
 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5
 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.
 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5
 1.  0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5]"
1,1,0.85,0.6758796060530163,"[0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.
 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 1.  0.5 0.5 0.5 0.  0.5 0.  0.5 0.5
 0.5 0.  0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 1.  0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.
 0.5 0.5 0.  0.5 0.5 1.  0.5 0.5 0.  0.5 0.  1.  1.  0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 1.  1.  0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 1.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 1.  1.  1.  1.  0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  1.  1.  0.5 0.  1.  1.  0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.  0.  1.  1.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5
 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  1.  1.  1.  1.  1.  1.  1.
 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 1.  1.  0.  1.  1.  1.  1.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.  1.  1.  1.  1.
 1.  1.  0.5 0.5 0.5 0.5 1.  0.  0.5 0.5 1.  0.5 0.5 0.5 0.5 0.  0.5 0.5
 0.5 0.5 0.5 0.5 1.  1.  1.  1.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5
 0.5 1.  1.  0.  0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 1.  1.  1.  1.  1.  1.
 1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.  0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 1.  1.  1.  1.  1.  1.  1.  1.  0.  0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 1.  1.  1.  1.  1.  1.
 1.  1.  1.  0.  1.  0.5 0.  0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.  0.5 0.5 0.5 1.  1.  1.  1.  1.  1.  1.  1.  0.  0.5 0.5 0.5 1.
 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  1.
 1.  1.  0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5
 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.
 1.  0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.  0.5
 0.  0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.  0. ]"
2,2,0.85,0.6645555053411992,"[0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 1.  0.5 0.5 0.5 0.  0.5 0.5
 0.5 0.5 0.5 0.  0.5 0.5 0.5 1.  0.  0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.
 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.  0.5 0.5 1.  0.5 0.5 0.5
 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  1.  1.  0.5 0.5 0.5 1.
 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.  0.5 1.  0.5 0.5 0.5 0.5 1.  0.5 0.  0.5 0.5 0.5
 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.  0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5
 0.  0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.  0.5 0.5 0.5 1.  0.5 0.5
 0.5 0.5 0.5 0.5 1.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 1.  0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 1.  1.  1.  1.  0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  1.  1.  1.  0.  0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 1.  1.  1.  1.  1.  1.  1.  0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 1.  1.  0.  1.  1.  1.  1.
 0.  0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.  1.  1.  1.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.  1.  1.  1.  1.
 1.  1.  0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5
 0.5 0.5 0.5 0.5 1.  1.  1.  1.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 1.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  0.  1.  1.  1.
 1.  1.  1.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.  0.  0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 1.  1.  1.  1.  1.  1.  1.  1.  0.  0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  0.5 1.  1.
 1.  1.  1.  0.  0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.
 0.5 0.  0.  0.5 0.5 1.  1.  1.  1.  1.  1.  1.  1.  1.  0.5 0.5 0.5 1.
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  1.
 1.  0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5
 1.  0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 1.  0.  0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 1.  0.5 0.5 0.5 0.  0.
 0.  0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0. ]"
3,3,0.85,0.6700338994296009,"[0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 1.  0.5
 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5
 0.5 0.5 0.5 1.  0.5 0.5 0.5 1.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 1.  0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  1.  0.5 0.5 0.5 1.
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 1.
 0.5 0.5 0.5 0.5 0.5 1.  0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.
 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5
 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.  0.  0.5 0.5 0.5 1.  0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 1.  0.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 1.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  0.5 0.
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  1.  1.  1.  1.  1.  0.  0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.  0.  0.5 0.5 0.5 0.5
 0.5 1.  1.  1.  0.5 1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.  0.  0.5 0.5 0.  0.5 0.5 1.  1.  1.  1.  1.  1.  1.
 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 1.  1.  1.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 1.  1.  0.  1.  1.  1.
 1.  0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 1.
 0.5 0.5 1.  1.  1.  1.  1.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 1.  0.5
 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 1.  1.  0.  1.  1.  1.
 1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 1.  0.5
 0.5 0.5 0.5 0.5 1.  1.  1.  1.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  1.  0.5 1.
 1.  1.  1.  1.  0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.  0.5 0.5 0.5 1.  1.  1.  1.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 1.
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  1.  0.
 1.  1.  1.  0.5 1.  0.5 1.  0.  0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.5 0.5
 0.  0.5 0.5 0.5 0.5 0.5 0.  1.  1.  1.  1.  1.  0.5 0.5 0.5 0.5 0.5 0.5
 1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5
 0.5 0.5 1.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 1.
 1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.  0.5 0.5 0.5 0.5 0.
 0.5 0.  0.5 0.5 0.5 0.5 0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0. ]"
